"","site","month","trap.id","median.mass.g","seed.count.log10","portion handled"
"1","forb","july","forb.1 ","0.00961133713962881","2.18184358794477","0.414977973568282"
"2","forb","june","forb.1 ","0.0108458176384818","2.77815125038364","0.414977973568282"
"3","forb","july","forb.10","0.00761342919755417","0","1"
"4","forb","june","forb.10","0.0104394913532309","1.11394335230684","1"
"5","forb","july","forb.11","0.00732471088213","0","0.777777777777778"
"6","forb","june","forb.11","0.0101725133706854","0.602059991327962","0.777777777777778"
"7","forb","july","forb.12","0.0122092219008689","1.07918124604762","0.911764705882353"
"8","forb","june","forb.12","0.00941080987559947","0.477121254719662","0.911764705882353"
"9","forb","pril","forb.13","0.00940350841971236","0.845098040014257","0.918367346938776"
"10","forb","july","forb.13","0.00886957872014137","1.11394335230684","0.918367346938776"
"11","forb","june","forb.13","0.0111317808787254","1.32221929473392","0.918367346938776"
"12","forb","july","forb.14","0.00842053952600288","0","0.84"
"13","forb","june","forb.14","0.010912910666196","1.38021124171161","0.84"
"14","forb","july","forb.15","0.00586904033569611","0","0.954545454545455"
"15","forb","june","forb.15","0.00931914460644468","0.903089986991944","0.954545454545455"
"16","forb","pril","forb.16","0.0146564626164377","0.778151250383644","0.867647058823529"
"17","forb","july","forb.16","0.0107066324726257","0.845098040014257","0.867647058823529"
"18","forb","june","forb.16","0.0110697187255954","1.8750612633917","0.867647058823529"
"19","forb","pril","forb.17","0.0126733413755759","0.301029995663981","0.32089552238806"
"20","forb","july","forb.17","0.00856997382530383","0.778151250383644","0.32089552238806"
"21","forb","june","forb.17","0.0115582001169458","0.845098040014257","0.32089552238806"
"22","forb","pril","forb.2 ","0.0126677456843472","2.16731733474818","0.541111111111111"
"23","forb","july","forb.2 ","0.00989148794963873","2.08635983067475","0.541111111111111"
"24","forb","june","forb.2 ","0.011004941293562","2.67394199863409","0.541111111111111"
"25","forb","pril","forb.3 ","0.0119080962006544","1.17609125905568","0.830769230769231"
"26","forb","july","forb.3 ","0.0110773615440922","1.30102999566398","0.830769230769231"
"27","forb","june","forb.3 ","0.0106376586115938","1.81954393554187","0.830769230769231"
"28","forb","pril","forb.4 ","0.0123290732396838","1.25527250510331","0.708333333333333"
"29","forb","july","forb.4 ","0.0103049771942103","1.32221929473392","0.708333333333333"
"30","forb","june","forb.4 ","0.0106660626748574","2.21218760440396","0.708333333333333"
"31","forb","pril","forb.5 ","0.0124042707237339","1.34242268082221","0.85981308411215"
"32","forb","july","forb.5 ","0.0104064237020733","1.60205999132796","0.85981308411215"
"33","forb","june","forb.5 ","0.0116164543002263","2.3654879848909","0.85981308411215"
"34","forb","pril","forb.6 ","0.0112330457676555","1.39794000867204","0.891625615763547"
"35","forb","july","forb.6 ","0.00954465079732644","1.36172783601759","0.891625615763547"
"36","forb","june","forb.6 ","0.0107847568802482","2.15533603746506","0.891625615763547"
"37","forb","pril","forb.7 ","0.0120344519212326","1.32221929473392","0.769968051118211"
"38","forb","july","forb.7 ","0.00878135543478251","1.36172783601759","0.769968051118211"
"39","forb","june","forb.7 ","0.0108563020826768","2.30535136944662","0.769968051118211"
"40","forb","july","forb.8 ","0.00958454639989103","2.20951501454263","0.464534075104312"
"41","forb","june","forb.8 ","0.0109715882107944","2.56937390961505","0.464534075104312"
"42","forb","july","forb.9 ","0.0104327079250264","1.04139268515823","0.878787878787879"
"43","forb","june","forb.9 ","0.010442628104189","1.25527250510331","0.878787878787879"
"44","mtr1","pril","mtr1.1 ","0.0108915507615599","2.44090908206522","0.365740740740741"
"45","mtr1","july","mtr1.1 ","0.0101725151055417","2.21218760440396","0.365740740740741"
"46","mtr1","june","mtr1.1 ","0.0124899896470241","2.69196510276736","0.365740740740741"
"47","mtr1","pril","mtr1.10","0.0112215745964994","1.20411998265592","1"
"48","mtr1","june","mtr1.10","0.0107174586866615","0.954242509439325","1"
"49","mtr1","pril","mtr1.11","0.0110349658690506","0","0.857142857142857"
"50","mtr1","july","mtr1.11","0.010011477450717","0","0.857142857142857"
"51","mtr1","june","mtr1.11","0.017034064029137","0.301029995663981","0.857142857142857"
"52","mtr1","pril","mtr1.12","0.0126019995412492","0.602059991327962","0.971428571428571"
"53","mtr1","july","mtr1.12","0.0114773776865768","0","0.971428571428571"
"54","mtr1","june","mtr1.12","0.0134097581514854","0.477121254719662","0.971428571428571"
"55","mtr1","pril","mtr1.13","0.00901720607549103","0.602059991327962","0.96"
"56","mtr1","july","mtr1.13","0.00992657863709676","0.301029995663981","0.96"
"57","mtr1","june","mtr1.13","0.0119201662105842","0.903089986991944","0.96"
"58","mtr1","pril","mtr1.14","0.0106733829397871","0.602059991327962","0.896551724137931"
"59","mtr1","july","mtr1.14","0.00963674418998001","0","0.896551724137931"
"60","mtr1","june","mtr1.14","0.0106417896852692","0.845098040014257","0.896551724137931"
"61","mtr1","pril","mtr1.15","0.012671859694129","0.477121254719662","0.9"
"62","mtr1","july","mtr1.15","0.0153150538149186","0","0.9"
"63","mtr1","june","mtr1.15","0.0125521616252808","0.698970004336019","0.9"
"64","mtr1","pril","mtr1.16","0.0103880340932233","1.07918124604762","1"
"65","mtr1","july","mtr1.16","0.00750511901179271","0","1"
"66","mtr1","june","mtr1.16","0.0125965394378095","1.25527250510331","1"
"67","mtr1","july","mtr1.17","0.00798865844998826","0.602059991327962","0.954545454545455"
"68","mtr1","june","mtr1.17","0.0118982207572829","0.845098040014257","0.954545454545455"
"69","mtr1","pril","mtr1.2 ","0.00955875909597524","2.08635983067475","0.427392739273927"
"70","mtr1","july","mtr1.2 ","0.00946058432143727","1.91381385238372","0.427392739273927"
"71","mtr1","june","mtr1.2 ","0.0116524745709146","2.07188200730613","0.427392739273927"
"72","mtr1","pril","mtr1.3 ","0.0120551402195618","1.11394335230684","0.96875"
"73","mtr1","july","mtr1.3 ","0.0071694238257623","0.477121254719662","0.96875"
"74","mtr1","june","mtr1.3 ","0.0101666064636212","0.477121254719662","0.96875"
"75","mtr1","pril","mtr1.4 ","0.0126774675788308","1.36172783601759","0.481707317073171"
"76","mtr1","july","mtr1.4 ","0.00996323725548244","1.04139268515823","0.481707317073171"
"77","mtr1","june","mtr1.4 ","0.0118443681282967","1.98227123303957","0.481707317073171"
"78","mtr1","pril","mtr1.5 ","0.0123126678342816","0.845098040014257","1"
"79","mtr1","july","mtr1.5 ","0.0102212875939863","0.778151250383644","1"
"80","mtr1","june","mtr1.5 ","0.00997911096557255","1.54406804435028","1"
"81","mtr1","pril","mtr1.6 ","0.0137511559926672","0.301029995663981","0.964285714285714"
"82","mtr1","july","mtr1.6 ","0.0100783746370948","1.04139268515823","0.964285714285714"
"83","mtr1","june","mtr1.6 ","0.00938929595155261","1.07918124604762","0.964285714285714"
"84","mtr1","pril","mtr1.7 ","0.0112010584750072","1.23044892137827","0.982456140350877"
"85","mtr1","july","mtr1.7 ","0.00983517937831072","0.778151250383644","0.982456140350877"
"86","mtr1","june","mtr1.7 ","0.0114937361166638","1.46239799789896","0.982456140350877"
"87","mtr1","pril","mtr1.8 ","0.00911729715721822","0.602059991327962","0.48"
"88","mtr1","june","mtr1.8 ","0.0103917697579546","0.778151250383644","0.48"
"89","mtr1","pril","mtr1.9 ","0.0114398801926851","0.698970004336019","0.964285714285714"
"90","mtr1","june","mtr1.9 ","0.00939050008687503","0.778151250383644","0.964285714285714"
